symbol;company;purpose;bm_desc;date
MONARCH;Monarch Networth Capital Limited;Bonus/Fund Raising;To consider bonus issue, Preferential issue of equity shares and Appointment of Statutory Auditor.;28-Jul-2024
ZENTEC;Zen Technologies Limited;Financial Results/Other business matters;To consider and approve the financial results for the period ended Jun 30, 2024 and other business matters;28-Jul-2024
