symbol;company;purpose;bm_desc;date
DIAMONDYD;Prataap Snacks Limited;Financial Results;Pursuant to Regulation 29 of the SEBI (Listing Obligations and Disclosure Requirements) Regulations, 2015, we write to inform you that a Meeting of the Board of Directors of the Company will be held on Thursday, 1st August, 2024, inter alia, to consider and approve Unaudited Financial Results of the Company for the quarter ended 30th June, 2024.;01-Aug-2024
EMAMILTD;Emami Limited;Financial Results;To consider and approve the financial results for the period ended Jun 30, 2024;01-Aug-2024
ESCORTS;Escorts Kubota Limited;Financial Results;To consider and approve the financial results for the period ended Jun 30, 2024;01-Aug-2024
EVERESTIND;Everest Industries Limited;Financial Results;Pursuant to the provisions of the Regulation 29 of Securities and Exchange Board of India (Listing Obligations and Disclosure Requirements) Regulations, 2015, we wish to inform you that a meeting of the Board of Directors of the Company is scheduled to be held on Thursday, August 1, 2024, inter alia, to consider and approve the Unaudited (Standalone and Consolidated) Financial Results of the Company for the quarter ended June 30, 2024.Further, in continuation to our earlier intimation dated June 26, 2024 regarding closure of Trading Window, we wish to inform you that the Trading Window for dealing in the shares of the Company shall remain closed from July 1, 2024 to August 3, 2024 (both days inclusive).;01-Aug-2024
EXPLEOSOL;Expleo Solutions Limited;Financial Results;To consider and approve the Unaudited financial results for the period ended Jun 30, 2024;01-Aug-2024
GESHIP;The Great Eastern Shipping Company Limited;Financial Results/Dividend;To consider and approve the Unaudited Financial Results (Provisional) for the quarter ended June 30, 2024 and Declaration of Interim Dividend for the Financial Year 2024-25, if any.;01-Aug-2024
GHCL;GHCL Limited;Financial Results;To consider and approve the financial results for the period ended Jun 30, 2024;01-Aug-2024
GHCLTEXTIL;GHCL Textiles Limited;Financial Results;To consider and approve the financial results for the period ended Jun 30, 2024;01-Aug-2024
GODREJAGRO;Godrej Agrovet Limited;Financial Results;To consider and approve the financial results for the period ended Jun 30, 2024;01-Aug-2024
GRINFRA;G R Infraprojects Limited;Financial Results;To consider and approve the financial results for the period ended Jun 30, 2024;01-Aug-2024
HIKAL;Hikal Limited;Financial Results;To consider and approve the unaudited standalone and consolidated financial results for the quarter ended June 30, 2024;01-Aug-2024
HIRECT;Hind Rectifiers Limited;Financial Results;To consider and approve the financial results for the period ended Jun 30, 2024;01-Aug-2024
HPL;HPL Electric & Power Limited;Financial Results;To consider and approve the financial results for the period ended Jun 30, 2024;01-Aug-2024
INDGN;Indegene Limited;Financial Results;To consider and approve the financial results for the period ended Jun 30, 2024;01-Aug-2024
ITC;ITC Limited;Financial Results;To consider and approve the financial results for the period ended Jun 30, 2024;01-Aug-2024
IXIGO;Le Travenues Technology Limited;Financial Results;To consider and approve the financial results for the period ended Jun 30, 2024;01-Aug-2024
JTEKTINDIA;Jtekt India Limited;Financial Results;To consider and approve the financial results for the period ended Jun 30, 2024;01-Aug-2024
KALYANKJIL;Kalyan Jewellers India Limited;Financial Results;To consider and approve the financial results for the period ended Jun 30, 2024;01-Aug-2024
KCP;KCP Limited;Financial Results;To consider and approve the financial results for the period ended Jun 30, 2024;01-Aug-2024
KOTHARIPET;Kothari Petrochemicals Limited;Financial Results;To inter alia consider and approve the Unaudited Financial Results of the Company for the quarter ended 30.06.2024.;01-Aug-2024
KSB;Ksb Limited;Financial Results;To consider and approve the financial results for the period ended Jun 30, 2024;01-Aug-2024
MARALOVER;Maral Overseas Limited;Financial Results;To consider and approve the financial results for the period ended June 30, 2024;01-Aug-2024
MAXHEALTH;Max Healthcare Institute Limited;Financial Results;To consider and approve the financial results for the period ended Jun 30, 2024;01-Aug-2024
NAVNETEDUL;Navneet Education Limited;Buyback;To consider a proposal for the buyback of fully paid-up equity shares of the Company.;01-Aug-2024
NEULANDLAB;Neuland Laboratories Limited;Financial Results;To consider and approve the financial results for the period ended Jun 30, 2024;01-Aug-2024
NIITMTS;NIIT Learning Systems Limited;Financial Results;Pursuant to Regulation 29 of the SEBI (Listing Obligations and Disclosure Requirements) Regulations, 2015, we would like to inform you that a meeting of the Board of Directors of the Company is scheduled to be held on Thursday, August 1, 2024, inter-alia, to consider and approve, Unaudited Financial Results for the quarter ended June 30, 2024, both Consolidated and Standalone.;01-Aug-2024
ORIENTELEC;Orient Electric Limited;Financial Results;To consider and approve the financial results for the period ended Jun 30, 2024;01-Aug-2024
PARADEEP;Paradeep Phosphates Limited;Financial Results;To consider and approve the financial results for the period ended Jun 30, 2024;01-Aug-2024
PATINTLOG;Patel Integrated Logistics Limited;Financial Results/Other business matters;This is to inform you that a Meeting of the Board of Directors of the Company for the Quarter Ended 30th June, 2024 will be held on 01st August, 2024 inter alia 1. To consider and adopt the Unaudited Financial Results along with Limited Review Report of the Company for the Quarter ended on 30th June, 2024.2. Any other matter with permission of Chairman of the meeting.;01-Aug-2024
PDMJEPAPER;Pudumjee Paper Products Limited;Financial Results;To consider and approve the financial results for the period ended Jun 30, 2024;01-Aug-2024
PIGL;Power & Instrumentation (Gujarat) Limited;Fund Raising/Other business matters;To consider Fund Raising and other business matters;01-Aug-2024
PRINCEPIPE;Prince Pipes And Fittings Limited;Financial Results;To consider and approve the financial results for the period ended Jun 30, 2024;01-Aug-2024
PUNJABCHEM;Punjab Chemicals & Crop Protection Limited;Financial Results;To consider and approve the financial results for the period ended Jun 30, 2024;01-Aug-2024
RADIOCITY;Music Broadcast Limited;Financial Results;Board Meeting intimation to consider and approve the Un-audited Financial Results for the quarter ended June 30, 2024;01-Aug-2024
RAILTEL;Railtel Corporation Of India Limited;Financial Results;To consider and approve the financial results for the period ended Jun 30, 2024;01-Aug-2024
REPCOHOME;Repco Home Finance Limited;Financial Results;To consider and approve the financial results for the period ended Jun 30, 2024;01-Aug-2024
RTNPOWER;RattanIndia Power Limited;Financial Results;Intimation of Board Meeting of RattanIndia Power Limited (the  Company ) inter   alia for consideration and approval of the Unaudited Financial Results (Standalone and Consolidated) of the Company, for quarter ended June 30, 2024.;01-Aug-2024
RUSHIL;Rushil Decor Limited;Financial Results/Other business matters;To consider and approve the Un-audited Standalone and Consolidation Financial Results for the Quarter ended on Jun 30, 2024 and other business matters.;01-Aug-2024
SAH;Sah Polymers Limited;Financial Results/Other business matters;To consider and approve the financial results for the period ended Jun 30, 2024 and other business matters;01-Aug-2024
SHAH;Shah Metacorp Limited;Other business matters;To consider other business matters;01-Aug-2024
SJS;S.J.S. Enterprises Limited;Financial Results;To consider and approve the financial results for the period ended Jun 30, 2024;01-Aug-2024
SOMANYCERA;Somany Ceramics Limited;Financial Results;To consider and approve the financial results for the period ended Jun 30, 2024;01-Aug-2024
SUNDARMHLD;Sundaram Finance Holdings Limited;Financial Results;To consider and approve the financial results for the period ended Jun 30, 2024;01-Aug-2024
SUNPHARMA;Sun Pharmaceutical Industries Limited;Financial Results;To consider and approve Quarterly Financial Results for Q1 of FY 2024-25;01-Aug-2024
SURAJEST;Suraj Estate Developers Limited;Financial Results;To consider and approve the financial results for the period ended Jun 30, 2024;01-Aug-2024
SURYODAY;Suryoday Small Finance Bank Limited;Financial Results;To consider and approve the financial results for the period ended Jun 30, 2024;01-Aug-2024
TARACHAND;Tara Chand InfraLogistic Solutions Limited;Financial Results/Other business matters;To consider and approve the financial results for the period ended Jun 30, 2024 and other business matters;01-Aug-2024
TATAMOTORS;Tata Motors Limited;Financial Results;To consider and approve the financial results for the period ended Jun 30, 2024;01-Aug-2024
TATAMTRDVR;Tata Motors Limited;Financial Results;To consider and approve the financial results for the period ended Jun 30, 2024;01-Aug-2024
THERMAX;Thermax Limited;Financial Results;To consider and approve the financial results for the period ended June 30, 2024;01-Aug-2024
TIINDIA;Tube Investments of India Limited;Financial Results;To consider and approve the financial results for the period ended Jun 30, 2024;01-Aug-2024
TRIVENI;Triveni Engineering & Industries Limited;Financial Results;To consider and approve the financial results for the period ended Jun 30, 2024;01-Aug-2024
TVTODAY;TV Today Network Limited;Other business matters;To consider, approve and take on record  the unaudited standalone and consolidated financial results for the quarter ending June 30, 2024.;01-Aug-2024
UFO;UFO Moviez India Limited;Financial Results;To consider and approve the financial results for the period ended Jun 30, 2024;01-Aug-2024
VAIBHAVGBL;Vaibhav Global Limited;Financial Results/Dividend;To consider and approve the financial results for the period ended Jun 30, 2024 and dividend;01-Aug-2024
WELENT;Welspun Enterprises Limited;Financial Results;To consider and approve the financial results for the period ended Jun 30, 2024;01-Aug-2024
YASHO;Yasho Industries Limited;Financial Results/Other business matters;To consider and approve the financial results for the period ended Jun 30, 2024 and other business matters;01-Aug-2024
ZOMATO;Zomato Limited;Financial Results;To consider and approve the financial results for the period ended Jun 30, 2024;01-Aug-2024
